,ADULTO,NU_IDADE,NOTA_TOTAL,TP_COR_RACA_DESC,TP_LINGUA_DESC,Q024_DESC,Q025_DESC
605704,Jovem,18.0,2337.2,Amarela,Espanhol,Não,Sim
917378,Jovem,17.0,2657.8,Parda,Espanhol,Não,Não
1057784,Jovem,18.0,,Branca,Inglês,"Sim, um",Não
1027138,Adulto,19.0,2081.0,Parda,Espanhol,Não,Não
224188,Jovem,17.0,3208.7,Parda,Inglês,Não,Sim
521512,Jovem,18.0,2482.7999999999997,Branca,Inglês,"Sim, um",Sim
251067,Adulto,19.0,2271.7,Preta,Inglês,Não,Não
996971,Jovem,17.0,2213.7,Parda,Inglês,Não,Sim
736625,Jovem,17.0,2590.5,Parda,Inglês,Não,Sim
789146,Jovem,17.0,2361.4,Branca,Inglês,Não,Sim
1127232,Adulto,21.0,1825.4,Branca,Inglês,"Sim, um",Sim
710422,Adulto,21.0,2413.8,Parda,Inglês,Não,Sim
1217527,Jovem,18.0,1886.2999999999997,Parda,Espanhol,Não,Não
979591,Jovem,17.0,1624.1999999999998,Parda,Espanhol,"Sim, um",Sim
847020,Jovem,17.0,2511.2,Branca,Espanhol,Não,Sim
589433,Jovem,17.0,3510.2,Parda,Espanhol,"Sim, dois",Sim
158311,Jovem,18.0,2256.3999999999996,Parda,Espanhol,Não,Não
594488,Jovem,18.0,2975.7,Parda,Inglês,Não,Sim
591427,Jovem,17.0,2653.6,Preta,Espanhol,"Sim, um",Sim
16369,Adulto,20.0,2383.0,Preta,Inglês,Não,Sim
267627,Adulto,19.0,,Parda,Espanhol,Não,Sim
620087,Adulto,24.0,2009.0,Branca,Espanhol,Não,Não
309591,Jovem,17.0,3160.8999999999996,Parda,Inglês,Não,Sim
261856,Adulto,22.0,,Preta,Inglês,Não,Sim
1118322,Jovem,17.0,2113.5,Parda,Espanhol,Não,Não
189766,Jovem,17.0,3021.5,Parda,Inglês,"Sim, dois",Sim
311651,Jovem,18.0,,Parda,Inglês,Não,Não
244676,Adulto,19.0,2178.2,Branca,Espanhol,"Sim, um",Sim
528795,Jovem,17.0,3161.9,Branca,Espanhol,"Sim, um",Sim
433042,Jovem,17.0,2458.1,Parda,Inglês,Não,Sim
381435,Jovem,17.0,2559.7999999999997,Branca,Inglês,"Sim, um",Não
1137424,Jovem,17.0,2700.7,Branca,Espanhol,"Sim, um",Sim
724843,Jovem,17.0,2379.4,Preta,Espanhol,"Sim, um",Sim
1136710,Jovem,17.0,3228.6,Parda,Inglês,"Sim, um",Sim
441041,Adulto,21.0,2355.4,Preta,Espanhol,Não,Sim
1066972,Adulto,34.0,,Branca,Inglês,"Sim, três",Sim
1068374,Jovem,17.0,3385.2999999999997,Branca,Espanhol,"Sim, três",Sim
1037162,Jovem,17.0,2470.8,Preta,Espanhol,Não,Sim
1217339,Jovem,17.0,2148.6,Preta,Espanhol,Não,Sim
87399,Jovem,18.0,2499.0,Parda,Inglês,Não,Sim
934097,Jovem,17.0,2873.5,Parda,Inglês,Não,Não
59884,Jovem,17.0,2460.4,Parda,Espanhol,Não,Não
136495,Adulto,19.0,2418.7,Branca,Espanhol,"Sim, um",Sim
324023,Jovem,18.0,2874.1,Branca,Inglês,"Sim, um",Sim
410609,Jovem,18.0,2429.5,Parda,Espanhol,"Sim, um",Sim
672463,Jovem,17.0,3132.2,Branca,Inglês,"Sim, um",Sim
387335,Jovem,17.0,2238.2,Parda,Espanhol,Não,Sim
896103,Jovem,17.0,2082.5,Parda,Inglês,"Sim, um",Sim
1225138,Adulto,19.0,,Parda,Espanhol,"Sim, um",Não
324130,Jovem,17.0,2361.3,Parda,Inglês,Não,Não
745794,Jovem,18.0,,Parda,Espanhol,"Sim, um",Sim
1121687,Jovem,18.0,2308.9,Parda,Espanhol,Não,Sim
40536,Jovem,18.0,,Parda,Espanhol,Não,Sim
536133,Jovem,17.0,2644.3,Parda,Espanhol,"Sim, um",Sim
308721,Jovem,17.0,2255.9,Parda,Espanhol,Não,Sim
692360,Jovem,17.0,2549.3,Parda,Espanhol,Não,Não
504208,Jovem,18.0,2313.0,Parda,Espanhol,"Sim, um",Sim
25285,Adulto,20.0,,Parda,Espanhol,Não,Não
429398,Jovem,17.0,2382.4,Parda,Espanhol,Não,Sim
496123,Jovem,17.0,,Parda,Inglês,"Sim, um",Sim
385171,Jovem,17.0,1968.6,Parda,Inglês,Não,Não
1201702,Adulto,21.0,,Não declarado,Inglês,Não,Sim
1127636,Jovem,17.0,1597.0,Branca,Inglês,Não,Não
508252,Jovem,18.0,1950.8000000000002,Branca,Espanhol,"Sim, um",Sim
150967,Jovem,18.0,2425.8,Preta,Espanhol,Não,Não
911805,Jovem,17.0,2557.7,Parda,Espanhol,Não,Sim
92580,Jovem,17.0,2080.1,Preta,Inglês,"Sim, um",Não
826865,Jovem,17.0,3147.2,Branca,Inglês,"Sim, um",Sim
284338,Adulto,20.0,1985.6,Parda,Espanhol,"Sim, um",Sim
202861,Jovem,17.0,2828.0,Branca,Inglês,"Sim, um",Sim
982535,Jovem,18.0,,Parda,Inglês,Não,Sim
615574,Jovem,18.0,2145.8,Parda,Inglês,Não,Sim
20781,Adulto,19.0,2493.7,Preta,Espanhol,"Sim, um",Sim
1146901,Adulto,42.0,,Parda,Espanhol,Não,Sim
782079,Jovem,18.0,2357.9,Branca,Inglês,"Sim, um",Sim
396295,Jovem,18.0,2640.4,Parda,Espanhol,"Sim, um",Não
632458,Adulto,19.0,2638.0,Preta,Inglês,Não,Não
286435,Jovem,17.0,2155.0,Parda,Inglês,Não,Sim
1195555,Adulto,19.0,2218.9,Branca,Espanhol,"Sim, um",Sim
261936,Jovem,17.0,2622.1,Branca,Inglês,"Sim, um",Sim
1051113,Jovem,16.0,2339.2000000000003,Parda,Espanhol,Não,Não
416735,Jovem,17.0,2500.7,Branca,Inglês,"Sim, um",Sim
167432,Jovem,17.0,1972.2000000000003,Amarela,Espanhol,"Sim, um",Sim
406160,Adulto,19.0,,Parda,Espanhol,Não,Sim
621958,Jovem,18.0,2262.2,Preta,Espanhol,Não,Não
767185,Jovem,17.0,2449.3,Branca,Espanhol,"Sim, um",Sim
795197,Jovem,17.0,3631.5,Branca,Inglês,"Sim, um",Sim
71405,Jovem,18.0,2569.9,Parda,Espanhol,"Sim, um",Sim
335380,Jovem,18.0,3266.1000000000004,Amarela,Espanhol,"Sim, um",Sim
1142695,Adulto,20.0,2258.3,Parda,Inglês,"Sim, um",Sim
1113110,Jovem,18.0,2553.7000000000003,Parda,Espanhol,Não,Sim
291670,Jovem,17.0,,Preta,Inglês,Não,Sim
552655,Jovem,17.0,2746.2,Branca,Inglês,"Sim, um",Sim
569632,Jovem,17.0,2868.1,Branca,Inglês,Não,Sim
722436,Adulto,19.0,2153.2,Parda,Espanhol,Não,Sim
878748,Jovem,17.0,2271.7,Parda,Inglês,"Sim, três",Sim
158687,Jovem,18.0,2961.5,Parda,Inglês,"Sim, um",Sim
25342,Jovem,18.0,2705.8,Parda,Inglês,Não,Não
1114439,Jovem,17.0,2518.0,Parda,Espanhol,Não,Sim
404791,Jovem,18.0,2738.2,Parda,Inglês,"Sim, um",Sim
1172679,Jovem,18.0,2206.0,Parda,Espanhol,"Sim, um",Sim
252163,Jovem,17.0,,Branca,Espanhol,"Sim, um",Sim
616210,Jovem,18.0,,Parda,Espanhol,"Sim, um",Sim
1140404,Jovem,17.0,2410.8999999999996,Parda,Espanhol,Não,Não
264368,Jovem,18.0,3635.5,Branca,Inglês,"Sim, dois",Sim
153246,Jovem,17.0,2311.1,Branca,Espanhol,Não,Não
514283,Jovem,17.0,3161.7,Branca,Inglês,"Sim, um",Sim
1141044,Jovem,18.0,2578.4,Amarela,Inglês,Não,Não
854346,Jovem,17.0,2129.1,Branca,Espanhol,"Sim, três",Sim
453077,Jovem,18.0,2888.0,Parda,Espanhol,Não,Não
1001053,Adulto,20.0,2498.8,Parda,Espanhol,Não,Não
997514,Jovem,17.0,2348.3999999999996,Não declarado,Espanhol,Não,Não
780892,Adulto,19.0,2198.1,Preta,Espanhol,Não,Sim
574367,Jovem,18.0,,Branca,Espanhol,Não,Sim
655975,Jovem,18.0,2809.2,Parda,Espanhol,Não,Sim
926021,Adulto,19.0,,Parda,Espanhol,Não,Sim
1183133,Adulto,20.0,,Branca,Espanhol,Não,Sim
576877,Jovem,17.0,2140.5,Branca,Espanhol,Não,Sim
64464,Jovem,18.0,3271.5,Branca,Espanhol,"Sim, um",Sim
651733,Adulto,19.0,2799.5,Parda,Espanhol,"Sim, dois",Sim
310312,Jovem,18.0,2726.2,Branca,Espanhol,"Sim, um",Sim
260732,Jovem,17.0,2500.1,Parda,Espanhol,"Sim, um",Sim
928328,Adulto,21.0,2552.0,Preta,Espanhol,"Sim, um",Não
46566,Jovem,17.0,2398.0,Parda,Espanhol,Não,Sim
282363,Adulto,19.0,,Branca,Espanhol,Não,Não
1011107,Jovem,18.0,2343.3999999999996,Parda,Inglês,Não,Sim
794096,Jovem,17.0,2391.3999999999996,Branca,Inglês,"Sim, um",Sim
238956,Jovem,17.0,3310.3,Branca,Espanhol,Não,Não
1042485,Adulto,27.0,,Branca,Espanhol,Não,Sim
586034,Adulto,25.0,,Parda,Inglês,"Sim, um",Sim
441165,Jovem,18.0,3219.2,Branca,Inglês,"Sim, dois",Sim
359024,Adulto,19.0,2380.6,Preta,Inglês,Não,Não
936095,Jovem,17.0,2580.4,Branca,Espanhol,"Sim, um",Sim
675250,Adulto,19.0,2463.3,Preta,Espanhol,Não,Não
1076720,Jovem,17.0,,Branca,Espanhol,Não,Não
501734,Jovem,18.0,,Parda,Inglês,"Sim, dois",Sim
1013315,Jovem,18.0,2823.8,Não declarado,Inglês,"Sim, um",Sim
367513,Jovem,18.0,2739.4,Preta,Inglês,"Sim, um",Sim
1075476,Jovem,17.0,2237.4,Branca,Espanhol,"Sim, dois",Sim
472989,Jovem,18.0,2905.8999999999996,Parda,Espanhol,"Sim, um",Sim
865275,Adulto,20.0,,Parda,Espanhol,Não,Sim
868470,Jovem,17.0,2173.0,Branca,Inglês,"Sim, um",Sim
1208204,Jovem,18.0,2605.0,Branca,Inglês,Não,Sim
37497,Adulto,19.0,2164.4,Parda,Espanhol,Não,Sim
1135055,Jovem,18.0,,Parda,Espanhol,"Sim, um",Sim
44615,Adulto,26.0,,Parda,Espanhol,"Sim, um",Sim
432040,Jovem,18.0,2038.2,Preta,Inglês,Não,Sim
416931,Jovem,17.0,3088.7,Branca,Inglês,"Sim, um",Sim
693400,Adulto,19.0,,Parda,Espanhol,Não,Sim
1153631,Jovem,17.0,2710.4,Branca,Inglês,"Sim, um",Sim
923862,Jovem,17.0,2690.9,Branca,Espanhol,"Sim, três",Sim
338444,Jovem,18.0,,Parda,Espanhol,"Sim, um",Sim
1131699,Jovem,18.0,,Parda,Inglês,"Sim, um",Sim
780972,Adulto,19.0,2318.4,Parda,Espanhol,Não,Sim
205829,Jovem,17.0,2494.8999999999996,Parda,Inglês,"Sim, um",Não
188288,Jovem,18.0,2838.8,Branca,Espanhol,"Sim, um",Sim
1212425,Adulto,20.0,1985.1,Branca,Espanhol,Não,Não
788656,Adulto,22.0,2342.2,Parda,Espanhol,Não,Sim
988865,Jovem,17.0,1677.7,Parda,Espanhol,Não,Não
838360,Jovem,18.0,2183.8,Parda,Espanhol,Não,Não
699702,Jovem,18.0,2572.2,Branca,Inglês,"Sim, um",Sim
474709,Jovem,17.0,2243.4,Parda,Espanhol,Não,Não
895483,Jovem,17.0,3294.4,Branca,Inglês,"Sim, um",Sim
51132,Jovem,18.0,3098.8,Parda,Inglês,"Sim, dois",Sim
182937,Adulto,19.0,2265.2,Preta,Espanhol,Não,Sim
984918,Jovem,17.0,2511.3,Branca,Espanhol,Não,Não
611068,Jovem,17.0,2459.1,Parda,Espanhol,"Sim, um",Sim
845643,Adulto,19.0,2626.3,Preta,Espanhol,Não,Sim
514485,Jovem,17.0,,Parda,Espanhol,Não,Sim
582031,Jovem,17.0,2819.7,Branca,Espanhol,"Sim, um",Sim
1186662,Jovem,18.0,2564.5,Parda,Espanhol,Não,Sim
1119295,Jovem,18.0,2279.2,Branca,Espanhol,Não,Sim
1149710,Jovem,18.0,2272.2,Parda,Inglês,Não,Não
1137290,Jovem,18.0,2744.8999999999996,Parda,Espanhol,Não,Não
862936,Adulto,38.0,,Parda,Espanhol,Não,Não
436240,Jovem,18.0,,Parda,Espanhol,Não,Não
1186703,Jovem,17.0,2649.3999999999996,Branca,Espanhol,"Sim, um",Sim
625412,Jovem,16.0,3021.0,Branca,Inglês,Não,Sim
700585,Jovem,18.0,1889.2,Não declarado,Espanhol,Não,Não
926199,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
163707,Adulto,24.0,2314.7999999999997,Parda,Inglês,Não,Sim
507184,Jovem,17.0,,Amarela,Espanhol,Não,Sim
634543,Jovem,17.0,2503.5,Não declarado,Espanhol,Não,Não
1234514,Adulto,22.0,,Branca,Espanhol,Não,Sim
1164525,Jovem,18.0,1982.7,Branca,Espanhol,Não,Sim
71447,Jovem,17.0,1652.1,Parda,Espanhol,Não,Não
359933,Jovem,17.0,3122.8,Parda,Inglês,"Sim, um",Sim
393036,Jovem,18.0,2191.0,Parda,Espanhol,Não,Não
169832,Jovem,17.0,,Branca,Inglês,Não,Sim
195839,Jovem,18.0,2566.1,Amarela,Inglês,Não,Sim
1229639,Jovem,17.0,,Parda,Inglês,"Sim, um",Sim
83306,Jovem,18.0,1618.5,Parda,Inglês,Não,Sim
599943,Jovem,18.0,2427.2,Branca,Inglês,Não,Sim
698698,Adulto,19.0,,Preta,Espanhol,"Sim, um",Sim
841657,Jovem,17.0,3030.6000000000004,Branca,Inglês,"Sim, um",Sim
550554,Jovem,17.0,2284.6,Preta,Espanhol,Não,Não
473566,Jovem,17.0,3420.8,Branca,Inglês,"Sim, um",Sim
1229649,Jovem,17.0,2497.2,Branca,Inglês,"Sim, um",Sim
1206622,Adulto,25.0,2555.5,Preta,Espanhol,Não,Sim
725022,Jovem,17.0,2746.3,Parda,Inglês,"Sim, um",Sim
1173252,Jovem,17.0,,Parda,Espanhol,Não,Não
869080,Jovem,17.0,2815.1,Parda,Inglês,"Sim, um",Sim
1086729,Jovem,18.0,2887.7999999999997,Branca,Espanhol,"Sim, um",Sim
127128,Jovem,18.0,2765.7,Branca,Inglês,"Sim, dois",Sim
591288,Jovem,17.0,1302.9,Parda,Espanhol,"Sim, um",Sim
1087046,Jovem,18.0,2141.6000000000004,Indígena,Inglês,Não,Não
463802,Jovem,17.0,3096.3,Parda,Inglês,"Sim, um",Sim
120780,Adulto,20.0,2171.9,Amarela,Espanhol,"Sim, dois",Sim
475427,Jovem,16.0,3162.2,Branca,Inglês,Não,Não
238463,Jovem,18.0,2106.0,Preta,Espanhol,Não,Sim
270451,Adulto,34.0,1829.1,Parda,Espanhol,Não,Não
1232235,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
37002,Jovem,17.0,2434.9,Parda,Espanhol,Não,Não
741858,Jovem,18.0,2461.6,Branca,Inglês,"Sim, um",Sim
817269,Jovem,18.0,2184.3,Parda,Espanhol,Não,Sim
446091,Jovem,18.0,2602.7,Parda,Espanhol,Não,Não
971039,Jovem,17.0,2088.7,Não declarado,Espanhol,"Sim, um",Sim
1244814,Jovem,18.0,2481.4,Branca,Espanhol,Não,Não
282038,Jovem,18.0,,Parda,Espanhol,Não,Sim
768014,Adulto,19.0,,Branca,Espanhol,Não,Sim
936472,Jovem,17.0,2308.0,Parda,Espanhol,Não,Sim
1124836,Jovem,17.0,2937.3,Preta,Espanhol,"Sim, um",Sim
927017,Jovem,18.0,2439.8,Parda,Espanhol,Não,Não
857158,Adulto,19.0,2696.6,Branca,Espanhol,Não,Sim
1077462,Adulto,19.0,2189.1000000000004,Branca,Inglês,Não,Sim
363651,Jovem,18.0,1613.9,Amarela,Espanhol,"Sim, um",Sim
308235,Jovem,17.0,2678.4,Branca,Inglês,"Sim, um",Sim
1207035,Jovem,18.0,,Parda,Inglês,Não,Sim
570195,Jovem,17.0,2856.3,Branca,Espanhol,"Sim, um",Sim
927919,Jovem,17.0,2792.6,Parda,Inglês,Não,Sim
519171,Jovem,17.0,3166.5,Branca,Inglês,"Sim, dois",Sim
1039530,Adulto,19.0,,Parda,Inglês,Não,Sim
1008304,Jovem,17.0,2805.1,Parda,Espanhol,"Sim, um",Sim
1028636,Jovem,17.0,3108.9,Preta,Inglês,"Sim, um",Sim
287273,Jovem,17.0,2470.8,Parda,Inglês,"Sim, um",Sim
652284,Jovem,18.0,2369.9,Parda,Espanhol,Não,Não
133765,Jovem,17.0,2915.7,Parda,Inglês,"Sim, um",Sim
793553,Jovem,18.0,3294.1,Parda,Inglês,"Sim, um",Sim
401406,Jovem,16.0,2585.8,Não declarado,Espanhol,Não,Não
817697,Adulto,19.0,2929.1,Parda,Espanhol,Não,Sim
322209,Jovem,18.0,2217.9,Parda,Espanhol,Não,Sim
537415,Jovem,17.0,2638.7,Branca,Inglês,"Sim, um",Sim
815582,Jovem,17.0,2956.1,Parda,Inglês,"Sim, dois",Sim
594771,Jovem,18.0,2109.5,Parda,Espanhol,Não,Sim
579501,Jovem,17.0,2467.8,Amarela,Inglês,"Sim, um",Sim
775426,Adulto,20.0,,Não declarado,Espanhol,Não,Sim
644843,Jovem,17.0,2339.8,Parda,Espanhol,"Sim, um",Sim
1216991,Jovem,17.0,2744.4,Branca,Inglês,Não,Não
689825,Jovem,18.0,2713.6,Branca,Espanhol,Não,Sim
717498,Adulto,19.0,2430.7999999999997,Parda,Espanhol,Não,Não
1050478,Jovem,17.0,2574.8,Parda,Inglês,"Sim, um",Sim
224028,Jovem,17.0,2764.0,Branca,Inglês,Não,Não
299572,Adulto,33.0,,Parda,Inglês,Não,Sim
997019,Jovem,18.0,1566.5,Preta,Inglês,Não,Não
36246,Jovem,18.0,3269.6000000000004,Preta,Espanhol,"Sim, um",Sim
609794,Jovem,18.0,2881.5,Branca,Inglês,"Sim, um",Sim
671168,Jovem,18.0,3076.9,Parda,Inglês,"Sim, um",Sim
621888,Adulto,19.0,,Branca,Espanhol,Não,Sim
613342,Adulto,19.0,2925.4,Branca,Espanhol,"Sim, um",Sim
797283,Jovem,17.0,2364.8999999999996,Amarela,Inglês,Não,Sim
1112388,Jovem,18.0,2651.7,Branca,Espanhol,"Sim, um",Sim
282343,Adulto,38.0,1781.8000000000002,Branca,Espanhol,Não,Não
505146,Jovem,18.0,2236.4,Parda,Espanhol,Não,Sim
1028338,Jovem,17.0,,Branca,Inglês,"Sim, um",Sim
1221221,Jovem,18.0,1528.5,Preta,Espanhol,Não,Sim
270656,Jovem,17.0,2962.6000000000004,Parda,Espanhol,"Sim, dois",Sim
8676,Jovem,18.0,3332.0,Parda,Espanhol,Não,Sim
974893,Jovem,18.0,2290.5,Parda,Inglês,Não,Não
660509,Adulto,19.0,,Branca,Espanhol,"Sim, um",Sim
385398,Jovem,18.0,2004.6,Parda,Espanhol,"Sim, um",Sim
580449,Adulto,19.0,,Branca,Inglês,Não,Sim
982623,Adulto,19.0,2293.2,Parda,Inglês,Não,Não
1176716,Jovem,17.0,2306.6,Parda,Espanhol,Não,Não
1097734,Adulto,20.0,2311.3,Preta,Espanhol,"Sim, um",Sim
336527,Jovem,17.0,,Amarela,Espanhol,Não,Sim
632064,Jovem,17.0,2625.5,Branca,Inglês,"Sim, dois",Sim
527097,Jovem,18.0,2278.3,Preta,Espanhol,"Sim, um",Sim
31700,Adulto,20.0,2223.4,Parda,Espanhol,"Sim, um",Sim
671716,Jovem,17.0,3241.8,Branca,Inglês,Não,Sim
482053,Jovem,17.0,2290.6,Preta,Espanhol,Não,Não
684503,Jovem,17.0,,Preta,Inglês,Não,Não
2780,Jovem,17.0,1679.5,Branca,Inglês,"Sim, um",Sim
604936,Jovem,17.0,1882.1000000000001,Parda,Espanhol,"Sim, um",Sim
946701,Jovem,18.0,2778.5,Branca,Inglês,"Sim, um",Sim
55418,Adulto,21.0,,Preta,Inglês,Não,Não
985927,Jovem,17.0,2499.1,Parda,Espanhol,"Sim, um",Sim
222970,Jovem,17.0,2619.7,Parda,Espanhol,Não,Sim
463122,Adulto,19.0,2415.8,Parda,Inglês,"Sim, um",Sim
1132318,Jovem,17.0,2953.3,Branca,Inglês,"Sim, um",Sim
1162485,Jovem,17.0,2688.8,Branca,Espanhol,Não,Sim
238120,Jovem,18.0,2481.7,Parda,Espanhol,"Sim, um",Sim
676980,Jovem,17.0,2941.1000000000004,Branca,Inglês,"Sim, dois",Sim
569298,Jovem,17.0,1943.1,Parda,Espanhol,"Sim, um",Não
851131,Jovem,18.0,2626.1,Parda,Espanhol,Não,Não
189265,Jovem,18.0,1777.8,Parda,Espanhol,"Sim, um",Sim
612362,Adulto,19.0,,Parda,Espanhol,Não,Sim
1085186,Jovem,18.0,2024.3,Parda,Inglês,Não,Sim
600694,Jovem,17.0,3310.2,Branca,Espanhol,Não,Não
125898,Jovem,17.0,2582.5,Preta,Inglês,Não,Sim
62880,Jovem,17.0,,Parda,Espanhol,Não,Sim
762763,Jovem,18.0,3894.1,Branca,Inglês,"Sim, três",Sim
1150463,Jovem,17.0,2382.9,Parda,Espanhol,Não,Não
612747,Jovem,17.0,2659.7,Amarela,Inglês,"Sim, um",Sim
231472,Jovem,17.0,2244.9,Parda,Inglês,Não,Não
1232318,Adulto,20.0,,Preta,Inglês,Não,Sim
838800,Jovem,17.0,2308.5,Branca,Espanhol,Não,Sim
891554,Jovem,18.0,2465.1,Preta,Espanhol,Não,Não
608679,Jovem,17.0,2390.5,Branca,Inglês,Não,Sim
176036,Adulto,36.0,2372.1,Parda,Espanhol,Não,Não
733170,Jovem,17.0,2706.8,Branca,Espanhol,"Sim, um",Sim
347484,Jovem,17.0,2467.9,Parda,Inglês,"Sim, um",Sim
2248,Jovem,17.0,2654.3999999999996,Parda,Espanhol,Não,Não
919698,Jovem,17.0,3058.9,Parda,Espanhol,"Sim, um",Sim
688182,Jovem,17.0,2532.6,Branca,Inglês,"Sim, um",Sim
135608,Jovem,18.0,2670.7000000000003,Parda,Inglês,Não,Sim
110390,Jovem,17.0,2726.8,Branca,Inglês,"Sim, um",Sim
59516,Jovem,18.0,,Branca,Inglês,Não,Sim
980233,Jovem,17.0,2212.4,Branca,Inglês,"Sim, um",Sim
903943,Jovem,18.0,2471.6,Branca,Inglês,"Sim, um",Sim
924535,Jovem,17.0,,Branca,Espanhol,"Sim, um",Sim
787652,Jovem,18.0,3070.5,Parda,Espanhol,Não,Sim
851653,Jovem,17.0,2728.3999999999996,Parda,Inglês,Não,Sim
779650,Jovem,17.0,2165.8,Parda,Inglês,Não,Não
117108,Jovem,17.0,2151.8,Parda,Inglês,Não,Sim
237217,Jovem,18.0,3373.2,Parda,Inglês,"Sim, um",Sim
296758,Jovem,18.0,2234.3,Parda,Espanhol,Não,Não
1060729,Jovem,18.0,2461.1,Branca,Espanhol,Não,Não
489579,Jovem,17.0,,Parda,Inglês,Não,Sim
775490,Jovem,18.0,2536.3,Branca,Inglês,"Sim, um",Não
1195994,Jovem,17.0,2343.9,Preta,Inglês,Não,Sim
916989,Jovem,18.0,2626.3,Preta,Espanhol,Não,Sim
644895,Jovem,17.0,,Parda,Espanhol,Não,Não
377349,Jovem,17.0,,Branca,Inglês,Não,Sim
1061614,Adulto,19.0,2274.1,Parda,Espanhol,"Sim, um",Sim
1133168,Jovem,17.0,2229.0,Parda,Inglês,Não,Sim
731509,Jovem,18.0,2827.5,Parda,Inglês,"Sim, um",Sim
555895,Jovem,18.0,2345.5,Parda,Espanhol,Não,Sim
463750,Jovem,17.0,2389.2,Parda,Espanhol,Não,Não
774555,Adulto,20.0,2196.0,Preta,Espanhol,Não,Não
1116524,Jovem,18.0,,Preta,Inglês,Não,Sim
207553,Adulto,19.0,3199.0,Branca,Inglês,"Sim, um",Sim
411483,Adulto,19.0,2479.7,Parda,Inglês,"Sim, um",Sim
453311,Adulto,19.0,2584.2000000000003,Preta,Inglês,Não,Não
249898,Jovem,18.0,2325.4,Branca,Inglês,Não,Sim
917074,Jovem,18.0,2197.8999999999996,Branca,Espanhol,"Sim, dois",Sim
1045588,Adulto,19.0,,Parda,Espanhol,Não,Não
1236835,Adulto,20.0,,Branca,Espanhol,"Sim, um",Sim
1194845,Jovem,17.0,2732.5,Branca,Inglês,"Sim, um",Sim
1158131,Jovem,17.0,2525.0,Parda,Espanhol,Não,Sim
239800,Jovem,17.0,2719.5,Branca,Espanhol,Não,Sim
260942,Jovem,17.0,2528.7,Parda,Espanhol,"Sim, um",Sim
730161,Jovem,17.0,2342.6000000000004,Branca,Espanhol,Não,Não
256522,Jovem,18.0,2371.7,Parda,Espanhol,"Sim, um",Sim
723838,Jovem,17.0,2759.8,Parda,Inglês,"Sim, dois",Sim
559059,Jovem,18.0,1692.6999999999998,Amarela,Espanhol,Não,Não
837865,Jovem,17.0,2322.3,Parda,Espanhol,Não,Não
328111,Jovem,17.0,2998.7000000000003,Parda,Espanhol,"Sim, dois",Sim
74940,Jovem,18.0,,Parda,Inglês,"Sim, um",Sim
836400,Jovem,17.0,2583.2,Branca,Inglês,Não,Sim
624950,Jovem,17.0,2260.3,Branca,Inglês,Não,Sim
807223,Jovem,17.0,2455.7,Parda,Espanhol,Não,Não
478827,Jovem,17.0,2717.0,Branca,Espanhol,Não,Sim
896643,Jovem,18.0,2281.4,Branca,Espanhol,"Sim, um",Não
572783,Jovem,18.0,2122.9,Preta,Inglês,Não,Não
447107,Jovem,17.0,2439.0,Parda,Espanhol,Não,Não
779572,Adulto,19.0,,Branca,Espanhol,"Sim, um",Sim
1116091,Jovem,18.0,,Parda,Espanhol,"Sim, um",Sim
1091888,Jovem,17.0,2205.3999999999996,Parda,Inglês,Não,Não
187966,Jovem,17.0,2604.1,Preta,Espanhol,"Sim, um",Sim
380384,Jovem,18.0,2668.3,Amarela,Espanhol,Não,Sim
540088,Jovem,17.0,2385.2,Parda,Inglês,"Sim, um",Sim
1147997,Jovem,18.0,2636.3,Branca,Inglês,"Sim, um",Sim
137981,Adulto,20.0,2444.1,Branca,Espanhol,Não,Sim
563551,Jovem,18.0,2324.4,Parda,Espanhol,Não,Sim
297829,Jovem,18.0,2610.3,Branca,Inglês,"Sim, um",Sim
265313,Jovem,17.0,3255.5,Branca,Inglês,"Sim, um",Sim
421615,Adulto,19.0,2589.8999999999996,Parda,Espanhol,"Sim, um",Sim
39934,Jovem,18.0,3451.5,Branca,Inglês,"Sim, um",Sim
202273,Jovem,17.0,3194.8,Parda,Espanhol,Não,Sim
867996,Jovem,17.0,2187.0,Branca,Espanhol,Não,Sim
225872,Jovem,17.0,,Não declarado,Espanhol,Não,Não
565417,Jovem,17.0,2221.6000000000004,Parda,Inglês,"Sim, um",Sim
565262,Adulto,21.0,,Parda,Inglês,"Sim, um",Não
827684,Jovem,17.0,2327.8,Parda,Inglês,Não,Sim
81098,Jovem,17.0,2798.3,Branca,Espanhol,Não,Sim
300525,Jovem,18.0,,Parda,Espanhol,Não,Sim
89302,Jovem,18.0,2557.7,Preta,Inglês,"Sim, um",Sim
73099,Jovem,17.0,2674.0,Parda,Inglês,Não,Sim
773389,Jovem,17.0,2700.7000000000003,Amarela,Inglês,"Sim, três",Sim
855186,Jovem,17.0,2604.5,Branca,Espanhol,"Sim, um",Sim
11505,Jovem,18.0,2820.1000000000004,Branca,Inglês,"Sim, dois",Sim
181817,Jovem,18.0,2324.0,Branca,Espanhol,Não,Sim
584275,Jovem,17.0,2834.7,Parda,Espanhol,Não,Não
396810,Jovem,17.0,2781.7000000000003,Branca,Espanhol,"Sim, um",Sim
1128180,Jovem,17.0,2965.6,Branca,Inglês,"Sim, um",Sim
